Province,District,Recency District,Facility,DATIM Site Name,DATIM Org ID,Facility ID
Bulawayo,Emakandeni,Bulawayo,Emakhandeni Clinic,Emakhandeni - 100443 - Clinic,cIHo19pHPnw,ZW090A01
Bulawayo,Nkulumane,Bulawayo,Tshabalala Clinic,Tshabalala - 101710 - Clinic,AU3HqiX44Iu,ZW090A02
Bulawayo,Northern Surbubs,Bulawayo,EF Watson Clinic,E.F. Watson - 100429 - Clinic,oZk9I1XeSu9,ZW090A03
Bulawayo,Northern Surbubs,Bulawayo,Entumbane Clinic,Entumbane - 100449 - Clinic,KIAW84qSifO,ZW090A04
Bulawayo,Northern Surbubs,Bulawayo,Khami Road Clinic,Khami - 100733 - Clinic,HTOW8SwHLtO,ZW090A05
Bulawayo,Emakandeni,Bulawayo,Luveve Clinic,Luveve - 100786 - Clinic,Sss3M30PqRD,ZW090A06
Bulawayo,Emakandeni,Bulawayo,Magwegwe Clinic,Magwegwe - 100824 - Clinic,FEdl2EBiTBV,ZW090A07
Bulawayo,Northern Surbubs,Bulawayo,Mzilikazi Clinic,Mzilikazi - 101202 - Clinic,LzPod6UX2mA,ZW090A08
Bulawayo,Emakandeni,Bulawayo,Njube Clinic,Njube - 101273 - Clinic,UCKxgQFp862,ZW090A09
Bulawayo,Northern Surbubs,Bulawayo,Thorngrove Infectious Diseases Hospital,Thorngrove - 101685 - Clinic,I1dsyC5hnKJ,ZW090A0E
Bulawayo,Nkulumane,Bulawayo,Nkulumane Clinic,Nkulumane - 101278 - Clinic,Sv1eXLkWUya,ZW090A10
Bulawayo,Nkulumane,Bulawayo,Pelandaba Clinic,Pelandaba - 101412 - Clinic,OnysnioygHR,ZW090A11
Bulawayo,Northern Surbubs,Bulawayo,Princess Margaret Clinic,Princess Margaret - 101429 - Clinic,sTQ6BFy94pp,ZW090A12
Bulawayo,Emakandeni,Bulawayo,Pumula Clinic,Pumula - 101432 - Clinic,bTFUZdQpl2O,ZW090A13
Bulawayo,Nkulumane,Bulawayo,Dr Shennan Clinic,Dr. Shennan - 100418 - Clinic,gs4v5i69tux,ZW090A14
Bulawayo,Nkulumane,Bulawayo,Nketa Clinic,Nketa - 101276 - Clinic,gpJEjabIuP7,ZW090A17
Bulawayo,Northern Surbubs,Bulawayo,Northern Suburbs Clinic,Northern Suburbs - 101290 - Clinic,en6HLtwW3sN,ZW090A18
Bulawayo,Emakandeni,Bulawayo,Cowdray Park Clinic,Cowdray Park - 100348 - Clinic,AQUWX00pVHC,ZW090A27
Bulawayo,Nkulumane,Bulawayo,Maqhawe Clinic,Maqhawe - 100893 - Clinic,ikrpWZKIaxV,ZW090A33
Bulawayo,Emakandeni,Bulawayo,Pumula South Clinic,Pumula South - 101434 - Clinic,zhkFyAbgMc2,ZW090A35
Bulawayo,Northern Surbubs,Bulawayo,Ceshhar Clinic,Ceshhar Clinic,Bnxui2aaMdQ,ZW090A49
Bulawayo,Northern Surbubs,Bulawayo,Emgwaninini,,ZW090A65,ZW090A65
Bulawayo,Northern Surbubs,Bulawayo,Mahatshula Private Clinic,Mahatshula Private Clinic,ZW010347,ZW090A66
Harare,ha North Western District,Harare,ha Avondale Clinic,Avondale - 100030 - Clinic,XY1ZmfDOMmZ,ZW000A01
Harare,ha Harare Central South Eastern District,Harare,ha Arcadia Clinic,Arcadia - 100015 - Clinic,xF2C4VhTlZh,ZW000A02
Harare,ha North Western District,Harare,Belvedere Poly clinic,Belvedere - 100055 - Poly clinic,M7zzw7p5tFf,ZW000A05
Harare,ha Northern District,Harare,ha Borrowdale Clinic,Borrowdale - 100086 - Clinic,OTxAHTpF4h8,ZW000A07
Harare,ha Harare Central South Eastern District,Harare,ha Braeside FHS Clinic,Braeside - 100091 - Clinic,d46RVdpyvCT,ZW000A08
Harare,ha West South West District,Harare,ha Budiriro PolyClinic,Budiriro - 100098 - Poly Clinic,xYSGGiMshib,ZW000A09
Harare,ha Western District,Harare,Beatrice Road Infectious Diseases Hosp,Beatrice Infectious - 100050 - Hospital,mn3hlUZz8Hy,ZW000A0C
Harare,ha Western District,Harare,Wilkins Infectious Disease Hospital,Wilkins Infectious Disease Hospital - 101775 - Infectious Disease Hospital,HRaxyjNZcaJ,ZW000A0D
Harare,ha Southern District,Harare,ha Mashambanzou Care Trust Hospital ,Mashambanzou Care Trust Hospital,v0iHXEbCcQ2,ZW000A0Z
Harare,ha Eastern District,Harare,ha Eastley FHS Clinic,Eastly - 100433 - Clinic,JCa4cIM0RG8,ZW000A10
Harare,ha South Western District,Harare,ha Glen Norah Satellite Clinic,Glen Norah - 100506 - Satellite clinic,DJjkezUgUFu,ZW000A11
Harare,ha West South West District,Harare,ha Mufakose FHS,Mufakose FHS,ZW000A114,ZW000A114
Harare,ha West South West District,Harare,ha Glen View PolyClinic,Glen View - 100507 - Poly clinic,ja1btrIkyqi,ZW000A13
Harare,ha West South West District,Harare,ha Glen View Satellite Clinic,Glen View - 100508 - Satellite clinic,eduFmnFLTUs,ZW000A14
Harare,ha Eastern District,Harare,ha Greendale FHS Clinic,Greendale - 100535 - Clinic,PkocfPqfGu8,ZW000A15
Harare,ha Northern District,Harare,ha Hatcliffe PolyClinic,Hatcliffe - 100584 - Poly clinic,XS02URbnDnM,ZW000A17
Harare,ha South Western District,Harare,ha Highfield PolyClinic,Highfield - 100593 - Poly Clinic,t4lPPMcgk0s,ZW000A18
Harare,ha Western District,Harare,ha Kambuzuma PolyClinic,Kambuzuma - 100695 - Poly clinic,IcMRUqrfO0g,ZW000A19
Harare,ha Western District,Harare,ha Kuwadzana PolyClinic,Kuwadzana - 100751 - Poly Clinic,mgvYC5iaGlA,ZW000A20
Harare,ha North Western District,Harare,ha Mabelreign Satellite Clinic,Mabelreign - 100791 - satellite clinic,GiKSrbGbNAC,ZW000A21
Harare,ha Eastern District,Harare,ha Mabvuku PolyClinic,Mabvuku - 100797 - Poly Clinic,sntNZ6rKWvX,ZW000A23
Harare,ha Southern District,Harare,ha Matapi Clinic,Matapi - 100944 - Clinic,exKZ5IdVQyh,ZW000A25
Harare,ha Southern District,Harare,ha Mbare Hostels Clinic,Mbare Hostels - 100988 - Clinic,NPoi0Ng8a6c,ZW000A26
Harare,ha Southern District,Harare,ha Cceshar Clinic,Cceshar Clinic,cnmWmKfu0St,ZW000A2601
Harare,ha Southern District,Harare,ha Mbare PolyClinic,Mbare - 100987 - Poly clinic,AzZ3WumAYih,ZW000A27
Harare,ha Northern District,Harare,ha Mount Pleasant Clinic,Mt. Pleasant - 101062 - Clinic,wxMqwERkFUm,ZW000A28
Harare,ha West South West District,Harare,ha Mufakose PolyClinic,Mufakose - 101085 - Poly clinic,fhbHedZcFX3,ZW000A29
Harare,ha Harare Central South Eastern District,Harare,ha Parirenyatwa Clinic,Parirenyatwa Clinic,XegPY4kjPBc,ZW000A30
Harare,ha North Western District,Harare,ha Rujeko PolyClinic,Rujeko - 101469 - Poly clinic,pm1bccUnuIo,ZW000A33
Harare,ha South Western District,Harare,ha Rutsanana PolyClinic,Rutsanana - 101491 - Clinic,WDf2wSPeJPp,ZW000A34
Harare,ha South Western District,Harare,ha Southerton Clinic,Southerton - 101619 - Clinic,g8BfFOI44ii,ZW000A35
Harare,ha Southern District,Harare,ha Sunningdale Clinic,Sunningdale - 101657 - Satellite Clinic,Vr63gV2X6vv,ZW000A37
Harare,ha Eastern District,Harare,ha Tafara FHS Clinic,Tafara - 101669 - Clinic,eScYy7KYs2U,ZW000A38
Harare,ha Western District,Harare,ha Warren Park PolyClinic,Warren Park - 101760 - Poly clinic,sA086jVRd7Z,ZW000A39
Harare,ha Southern District,Harare,ha Waterfalls Clinic,Waterfalls - 101761 - Clinic,YsapFO7P1Qn,ZW000A41
Harare,ha South Western District,Harare,Western Triangle Clinic,Western Triangle - 101773 - Clinic,AvzEH5UhMeW,ZW000A42
Harare,ha Harare Central South Eastern District,Harare,ha Hatfield Clinic,Hatfield - 100585 - Clinic,cHDIcWqWkBu,ZW000A44
Harare,ha North Western District,Harare,ha Marlborough Satellite Clinic,Malborough - 100860 - Council Clinic,yUbJDbhL4cI,ZW000A45
Harare,ha Eastern District,Harare,ha Highlands Primary Care Clinic,Highlands - 100595 - Private Clinic,P2FWzBdox8O,ZW000A46
Harare,ha Eastern District,Harare,ha Mabvuku Satellite,Mabvuku - 100796 - Clinic,zENFk5xSzeW,ZW000A47
Harare,ha Northern District,Harare,ha Highlands FHS Clinic,Highlands - 100596 - Clinic,ASj7bwCPpfG,ZW000A52
Harare,ha Southern District,Harare,ha Hopley Clinic,Hopley - 100608 - Clinic,oRwZ75p6Z00,ZW000A53
Harare,Harare,Harare,Kuwadzana Satelite Clinic,Kuwadzana - 100020- Satelite clinic,AFJhfhk8nbn,ZW000A68
Harare,ha West South West District,Harare,ha Budiriro Satellite Clinic,Budiriro - 101889 - Satelite Clinic,XVardljEe1B,ZW000A69
Harare,Chitungwiza,Harare,Seke South Clinic,Seke South - 101534 - Clinic,cswicu2amtm,ZW000B01
Harare,Chitungwiza,Harare,Seke North Clinic,Seke North - 101533 - Clinic,xjDifmwK0wG,ZW000B02
Harare,Chitungwiza,Harare,St Mary's Clinic,Mt. St Mary's - 101063 - Mission Hospital,e4XyXFEL7Rj,ZW000B03
Harare,Chitungwiza,Harare,Zengeza Clinic,Zengeza Clinic - 100305 - Council Clinic,dgPACqSJZIT,ZW000B04
Harare,Harare,Harare,Gazaland Comm Post,,ZW010347,ZW010347
Manicaland,Buhera,Buhera,Betera,Betera - 100063 - Rural Health Centre,hcUbMLN50UW,ZW010102
Manicaland,Buhera,Buhera,Madzimbashuro,Madzimbashuro - 100810 - Rural Health Centre,snbgbGRWH3K,ZW010103
Manicaland,Buhera,Buhera,Mombeyarara,Mombeyarara - 101032 - Rural Health Centre,GRnO7AgEsEI,ZW010104
Manicaland,Buhera,Buhera,Buhera Rural Clinic,Buhera - 100099 - Rural Hospital,FRb74ACeEZB,ZW01010A
Manicaland,Buhera,Buhera,Birchenough,Birchenough - 100075 - Rural Hospital,ExkPrlU2JL0,ZW01010B
Manicaland,Buhera,Buhera,Murambinda,Murambinda - 101124 - District Hospital,IfQGMZN0HcM,ZW01010C
Manicaland,Buhera,Buhera,Nyashanu,Nyashanu - 101375 - Rural Hospital,O3Eqk96OQ4D,ZW01010D
Manicaland,Buhera,Buhera,Garamwera,Garamwera - 100489 - Clinic,g9SCxKLS1Rl,ZW010118
Manicaland,Buhera,Buhera,Munyanyi Clinic,Munyanyi - 101110 - Clinic,WKyg79FMK1g,ZW010119
Manicaland,Buhera,Buhera,Mudanda,Mudanda - 101081 - Clinic,e0BxlFLWuKQ,ZW010124
Manicaland,Buhera,Buhera,Bangure,Bangure - 100043 - Clinic,fSJy9rjmBSB,ZW010125
Manicaland,Buhera,Buhera,Chapanduka,Chapanduka - 100134 - Clinic,Di7OHhpjIr2,ZW010127
Manicaland,Buhera,Buhera,Chapwanya,Chapwanya - 100136 - Clinic,XWTWzUKR92m,ZW010128
Manicaland,Buhera,Buhera,Chiweshe,Chiweshe - 100324 - Clinic,JXKy9DJE3gm,ZW010131
Manicaland,Buhera,Buhera,Mutepfe,Mutepfe - 101174 - Clinic,BDEmqp90JTA,ZW010134
Manicaland,Buhera,Buhera,Mutiusinazita,Mutiusinazita - 101179 - Clinic,RZQzoM8gIgm,ZW010135
Manicaland,Buhera,Buhera,Muzokomba,Muzokomba - 101190 - Clinic,jFqSHbG59uf,ZW010136
Manicaland,Buhera,Buhera,Nerutanga,Nerutanga - 101231 - Clinic,XXkxbdoBx3n,ZW010137
Manicaland,Chipinge,Chipinge,Chinyamukwakwa Rural Health Centre,Chinyamukwaka - 100240 - Clinic,XPMMDcY8BuB,ZW010303
